transaction_id,name,street,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,price
82953057,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,jul-19,818,06 to 10,1024000
17139360,parc central residences,tampines street 86,executive condominium,18,tampines west,tampines,apr-21,990,11 to 15,1187000
22288515,martina mansions,bukit timah road,apartment,10,nassim,tanglin,jan-20,1259,01 to 05,2300000
80737365,the pier at robertson,mohamed sultan road,apartment,9,robertson quay,singapore river,jun-19,1044,06 to 10,2400000
83154310,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,oct-18,1184,16 to 20,1239100
83357871,oue twin peaks,leonie hill road,condominium,9,leonie hill,river valley,mar-17,570,21 to 25,1855800
98774323,gem residences,lorong 5 toa payoh,condominium,12,boon teck,toa payoh,jul-21,1249,06 to 10,2015000
66259560,wilshire residences,farrer road,apartment,10,tyersall,tanglin,jun-21,1270,11 to 15,3448000
25459983,rv altitude,river valley road,apartment,9,leonie hill,river valley,dec-20,603,01 to 05,1672000
90802666,parc centros,punggol central,condominium,19,matilda,punggol,jul-21,990,11 to 15,1200000
98176896,sol acres,choa chu kang grove,executive condominium,23,keat hong,choa chu kang,aug-17,495,11 to 15,402000
14988136,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,jul-19,678,06 to 10,1355000
75020289,duo residences,fraser street,apartment,7,bugis,downtown core,apr-19,420,06 to 10,1060000
19030474,parc esta,sims avenue,apartment,14,geylang east,geylang,jun-19,926,06 to 10,1468000
90564176,gramercy park,grange road,condominium,10,chatsworth,tanglin,jul-17,2207,11 to 15,6311760
79041790,canninghill piers,clarke quay,apartment,6,clarke quay,singapore river,nov-21,538,01 to 05,1472000
77753998,jervois regency,jervois road,apartment,10,chatsworth,tanglin,sep-20,980,01 to 05,1520000
24785179,southbank,north bridge road,apartment,7,crawford,kallang,feb-20,614,16 to 20,998000
93887548,isuites @ palm,glasgow road,apartment,19,kovan,hougang,mar-17,463,01 to 05,602888
29559226,riviera residences,riviera drive,condominium,16,bedok south,bedok,feb-17,1324,01 to 05,1400000
93814079,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,764,06 to 10,1293376
57022907,forest woods,lorong lew lian,condominium,19,upper paya lebar,serangoon,feb-21,915,01 to 05,1450000
64266327,sengkang grand residences,compassvale bow,apartment,19,compassvale,sengkang,may-21,764,11 to 15,1350400
78386047,leedon residence,leedon heights,condominium,10,farrer court,bukit timah,may-17,4704,06 to 10,9800000
82112521,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,may-19,-1,01 to 05,1391000
36495378,uptown @ farrer,perumal road,apartment,8,lavender,kallang,jan-21,-1,16 to 20,1900000
68697432,parc riviera,west coast vale,condominium,5,west coast,clementi,jun-21,463,11 to 15,690000
82415845,the estuary,yishun avenue 1,condominium,0,yishun south,yishun,jun-21,1453,11 to 15,1500000
37633010,dairy farm residences,dairy farm lane,apartment,23,dairy farm,bukit panjang,jun-21,624,01 to 05,1032600
74259120,treasure crest,anchorvale crescent,executive condominium,19,anchorvale,sengkang,mar-17,1249,11 to 15,894000
62152186,waterbank at dakota,dakota crescent,condominium,14,aljunied,geylang,mar-21,883,16 to 20,1372800
36059653,riverbank @ fernvale,fernvale close,condominium,28,fernvale,sengkang,oct-18,947,06 to 10,990000
76776844,15 holland hill,holland hill,apartment,10,leedon park,bukit timah,oct-20,2497,06 to 10,7568200
30966558,the seawind,lorong m telok kurau,condominium,15,frankel,bedok,apr-18,646,01 to 05,1108592
47680177,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,feb-20,1044,01 to 05,1098800
55269834,the madeira,bukit batok street 31,condominium,23,hong kah north,bukit batok,may-17,1055,01 to 05,905000
39986014,intero,leicester road,apartment,13,potong pasir,toa payoh,may-18,1012,06 to 10,1388000
68982802,azalea park condominium,flora road,condominium,17,flora drive,pasir ris,jul-21,1507,01 to 05,1368000
32551128,one-north residences,one-north gateway,apartment,5,one north,queenstown,apr-17,980,01 to 05,1300000
62514318,riversails,upper serangoon crescent,condominium,19,hougang east,hougang,apr-18,947,11 to 15,960000
17363107,affinity at serangoon,serangoon north avenue 1,apartment,0,serangoon garden,serangoon,jun-18,904,11 to 15,1542000
38292883,parc life,sembawang crescent,executive condominium,27,sembawang central,sembawang,jan-18,1001,01 to 05,791000
98740416,parc life,sembawang crescent,executive condominium,27,sembawang central,sembawang,apr-18,1066,01 to 05,949000
31130423,the clement canopy,clementi avenue 1,apartment,5,clementi woods,clementi,sep-17,732,36 to 40,1159000
63120538,ecopolitan,punggol walk,executive condominium,19,matilda,punggol,nov-21,1098,01 to 05,1160000
55820995,monterey park condominium,west coast rise,condominium,5,west coast,clementi,apr-21,1421,06 to 10,2150000
20873444,the topiary,fernvale lane,executive condominium,28,fernvale,sengkang,sep-21,1335,16 to 20,1568800
68199234,the clement canopy,clementi avenue 1,apartment,5,clementi woods,clementi,sep-21,635,26 to 30,1050000
18780191,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,nov-18,721,01 to 05,922000
24492511,nv residences,pasir ris grove,condominium,18,pasir ris central,pasir ris,nov-21,764,11 to 15,790000
47467696,whistler grand,west coast vale,apartment,5,west coast,clementi,nov-18,764,26 to 30,1111200
56245592,parc central residences,tampines street 86,executive condominium,18,tampines west,tampines,mar-21,1098,16 to 20,1155000
36361730,gallop green,woollerton park,condominium,10,tyersall,tanglin,may-19,4241,01 to 05,7638041
94263260,river isles,edgedale plains,condominium,19,punggol field,punggol,feb-17,1141,11 to 15,1020000
21175728,marina one residences,marina way,apartment,1,central subzone,downtown core,apr-18,1518,11 to 15,3719070
78249382,centro residences,ang mo kio avenue 8,condominium,20,ang mo kio town centre,ang mo kio,jul-19,904,26 to 30,1360000
62591321,clavon,clementi avenue 1,apartment,5,clementi woods,clementi,dec-20,764,36 to 40,1389000
24899580,fairmount condominium,eastwood road,condominium,16,bedok south,bedok,aug-17,1238,01 to 05,988888
60367977,sennett residence,pheng geck avenue,condominium,13,sennett,toa payoh,may-18,570,01 to 05,920000
81256339,pullman residences newton,dunearn road,apartment,11,moulmein,novena,sep-20,-1,01 to 05,1253000
25512206,verdale,de souza avenue,apartment,21,anak bukit,bukit timah,sep-20,1001,01 to 05,1684100
77253229,spottiswoode suites,spottiswoode park road,apartment,2,everton park,bukit merah,sep-21,1259,36 to 40,2080000
59834815,seasons view,pemimpin drive,condominium,20,marymount,bishan,jul-21,969,06 to 10,1120000
13078181,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,sep-17,1076,01 to 05,870705
32196329,the mayfair,jurong east street 32,condominium,22,yuhua west,jurong east,jun-19,-1,01 to 05,998000
45502199,ki residences at brookvale,brookvale drive,condominium,21,sunset way,clementi,oct-21,-1,01 to 05,1438000
72774463,a treasure trove,punggol walk,condominium,19,matilda,punggol,dec-17,1044,01 to 05,1050000
95580305,echelon,alexandra view,condominium,3,redhill,bukit merah,jun-19,861,31 to 35,1680000
35771801,the trilinq,jalan lempeng,condominium,5,faber,clementi,dec-20,936,06 to 10,1370000
73882543,the m,middle road,apartment,7,bugis,downtown core,feb-20,592,11 to 15,1470600
14495958,one-north eden,slim barracks rise,apartment,5,one north,queenstown,apr-21,1259,01 to 05,2267720
42028940,austville residences,sengkang east avenue,executive condominium,19,rivervale,sengkang,jul-21,1033,06 to 10,952000
41091929,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,sep-21,-1,01 to 05,1401112
40064789,esparina residences,compassvale bow,executive condominium,19,compassvale,sengkang,apr-19,1066,01 to 05,1085000
17667862,grosvenor view,lengkong empat,condominium,14,kembangan,bedok,nov-17,1313,06 to 10,1420000
68545799,the tre ver,potong pasir avenue 1,condominium,13,potong pasir,toa payoh,apr-19,753,06 to 10,1193000
79874243,queens peak,dundee road,condominium,3,margaret drive,queenstown,jun-20,1001,36 to 40,1855000
63717170,sims edge,geylang east avenue 2,apartment,0,aljunied,geylang,apr-21,-1,06 to 10,640000
33806704,the florida,hougang avenue 7,executive condominium,19,kangkar,hougang,oct-21,1302,06 to 10,1010000
81849447,hedges park condominium,flora drive,condominium,17,flora drive,pasir ris,aug-20,484,06 to 10,548888
70903289,the tapestry,tampines street 86,condominium,18,tampines west,tampines,mar-18,603,06 to 10,848800
34059145,petain court,petain road,apartment,8,lavender,kallang,feb-21,1464,01 to 05,1408000
95918153,palm galleria,lorong k telok kurau,apartment,15,frankel,bedok,nov-19,1884,01 to 05,1600000
23018121,dover parkview,dover rise,condominium,5,dover,queenstown,sep-21,936,11 to 15,1100000
52945159,cote d'azur,marine parade road,condominium,15,marine parade,marine parade,jun-17,1281,21 to 25,1760000
74835162,120 grange,grange road,apartment,10,one tree hill,river valley,jun-18,678,11 to 15,2154000
85446956,foresque residences,petir road,condominium,23,dairy farm,bukit panjang,jun-17,732,21 to 25,860000
58844815,boulevard 88,orchard boulevard,apartment,10,tanglin,orchard,aug-20,1776,26 to 30,6682500
66586760,jadescape,shunfu road,condominium,20,upper thomson,bishan,oct-19,1152,16 to 20,1947000
16627407,one shenton,shenton way,apartment,1,cecil,downtown core,nov-21,1528,11 to 15,2485000
80908787,commonwealth towers,commonwealth avenue,condominium,3,margaret drive,queenstown,jul-17,1076,01 to 05,1620000
76094181,canninghill piers,clarke quay,apartment,6,clarke quay,singapore river,nov-21,441,16 to 20,1303000
27387658,clavon,clementi avenue 1,apartment,5,clementi woods,clementi,dec-20,764,06 to 10,1184000
13466062,riversound residence,sengkang east avenue,condominium,19,rivervale,sengkang,jan-20,1066,06 to 10,945000
63125595,spottiswoode suites,spottiswoode park road,apartment,2,everton park,bukit merah,dec-21,452,21 to 25,1085000
12482203,the watergardens at canberra,canberra drive,apartment,0,sembawang springs,sembawang,aug-21,646,01 to 05,967000
62416540,jadescape,shunfu road,condominium,20,upper thomson,bishan,aug-20,1259,11 to 15,2138000
41801468,the ansley,mandalay road,condominium,11,balestier,novena,sep-20,732,06 to 10,980000
83000010,the tapestry,tampines street 86,condominium,18,tampines west,tampines,mar-18,441,01 to 05,626400
58878378,the verandah residences,pasir panjang road,apartment,5,pasir panjang 1,queenstown,apr-18,474,01 to 05,883000
48842184,one fort,fort road,condominium,15,tanjong rhu,kallang,oct-21,1055,11 to 15,1750000
35624880,le quest,bukit batok street 41,apartment,23,brickworks,bukit batok,aug-17,495,01 to 05,634000
90514746,grandeur park residences,bedok south avenue 3,condominium,16,bedok south,bedok,mar-17,560,06 to 10,799000
70646991,the m,middle road,apartment,7,bugis,downtown core,feb-20,592,01 to 05,1289200
25049423,kovan residences,kovan road,condominium,19,kovan,hougang,feb-18,1798,16 to 20,2050000
71455726,a treasure trove,punggol walk,condominium,19,matilda,punggol,nov-17,775,06 to 10,845000
73567251,one-north eden,slim barracks rise,apartment,5,one north,queenstown,apr-21,1399,01 to 05,2489200
75813186X,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,jul-20,1238,06 to 10,1687000
56774581,seletaris,sembawang road,condominium,27,sembawang springs,sembawang,feb-21,1324,01 to 05,1205000
74903800,citylights,jellicoe road,condominium,8,lavender,kallang,mar-21,904,11 to 15,1400000
12814508,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,apr-18,1485,06 to 10,1470700
84187285,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,mar-19,592,01 to 05,814000
61175404X,kovan regency,kovan rise,condominium,19,kovan,hougang,mar-17,624,01 to 05,820000
94618472,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,jun-19,667,11 to 15,1013000
23397395,riverbank @ fernvale,fernvale close,condominium,28,fernvale,sengkang,jan-20,947,01 to 05,950000
46086139,d'nest,pasir ris grove,condominium,18,pasir ris central,pasir ris,jul-18,753,11 to 15,850000
64772805,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,jul-19,893,26 to 30,2243000
86689943,amber park,amber gardens,condominium,15,marine parade,marine parade,jul-21,1582,16 to 20,4113990
14868090,freesia woods,sunset way,condominium,21,sunset way,clementi,jul-18,2530,01 to 05,2150000
95835928,treasure at tampines,tampines lane,condominium,0,tampines east,tampines,feb-20,463,11 to 15,690000
94255275,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,jul-18,721,06 to 10,927000
21361518,jadescape,shunfu road,condominium,20,upper thomson,bishan,jul-20,1259,16 to 20,2278000
98805714,the shore residences,amber road,condominium,15,marine parade,marine parade,oct-20,883,11 to 15,1430000
46319377,reflections at keppel bay,keppel bay view,condominium,4,maritime square,bukit merah,nov-19,1776,21 to 25,2841600
31998899,the hillside,upper bukit timah road,condominium,21,hillview,bukit batok,mar-20,1356,01 to 05,1715000
80835349,affinity at serangoon,serangoon north avenue 1,apartment,0,serangoon garden,serangoon,feb-19,538,11 to 15,799000
32131815,verdale,de souza avenue,apartment,21,anak bukit,bukit timah,may-21,947,01 to 05,1631500
58136221,parc esta,sims avenue,apartment,14,geylang east,geylang,jun-20,915,01 to 05,1508000
17108230,the cascadia,bukit timah road,condominium,21,holland road,bukit timah,oct-19,-1,01 to 05,2450000
33635333,canninghill piers,clarke quay,apartment,6,clarke quay,singapore river,nov-21,1313,16 to 20,3976000
88973885,ferraria park condominium,flora drive,condominium,17,flora drive,pasir ris,sep-19,1249,01 to 05,1125000
55935843,hundred palms residences,yio chu kang road,executive condominium,19,hougang west,hougang,jul-17,915,11 to 15,799100
33359037,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,jul-21,1496,21 to 25,2916000
38087995,blue horizon,west coast crescent,condominium,5,clementi west,clementi,may-18,1216,16 to 20,1318000
82903582,riveredge,sampan place,condominium,15,tanjong rhu,kallang,oct-17,1593,06 to 10,2050000
90808953,bayshore park,bayshore road,condominium,16,bayshore,bedok,sep-21,1173,01 to 05,1200000
80906100,parc sophia,adis road,apartment,9,mount emily,rochor,jan-18,474,01 to 05,878000
24798064,canninghill piers,clarke quay,apartment,6,clarke quay,singapore river,nov-21,-1,36 to 40,8546000
99620807,the infiniti,west coast park,condominium,5,west coast,clementi,aug-20,1270,01 to 05,1260000
80203738,parc clematis,jalan lempeng,apartment,5,faber,clementi,jul-21,1292,11 to 15,2277000
46315779,balestier plaza,balestier road,apartment,12,balestier,novena,jul-19,1001,16 to 20,1150000
22072348,waterbank at dakota,dakota crescent,condominium,14,aljunied,geylang,jun-21,-1,01 to 05,1980000
75687461,whistler grand,west coast vale,apartment,5,west coast,clementi,dec-18,1281,16 to 20,1688000
39235595,riversails,upper serangoon crescent,condominium,19,hougang east,hougang,feb-18,1421,01 to 05,1370000
36552287,one jervois,jervois close,condominium,10,chatsworth,tanglin,mar-19,1087,06 to 10,1780000
11843722X,the belleforte,ah hood road,apartment,12,balestier,novena,apr-17,1432,06 to 10,1510000
97970532,commonwealth towers,commonwealth avenue,condominium,3,margaret drive,queenstown,dec-20,452,11 to 15,827000
44301626,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,657,21 to 25,1213052
47370708,the tre ver,potong pasir avenue 1,condominium,13,potong pasir,toa payoh,mar-19,-1,06 to 10,1094000
86421524,duchess crest,duchess avenue,condominium,10,coronation road,bukit timah,apr-21,1884,01 to 05,2680000
39255138,martin modern,martin place,condominium,9,institution hill,river valley,aug-20,1733,26 to 30,5300000
28085850X,thomson impressions,lorong puntong,apartment,20,upper thomson,bishan,mar-17,1055,01 to 05,1392700
16659961,dairy farm residences,dairy farm lane,apartment,23,dairy farm,bukit panjang,dec-21,764,06 to 10,1291000
95902688,the poiz residences,meyappa chettiar road,apartment,13,potong pasir,toa payoh,jan-21,1152,01 to 05,1700000
50702774,botannia,west coast park,condominium,5,west coast,clementi,jul-17,1227,01 to 05,1380000
49629703,stirling residences,stirling road,apartment,0,mei chin,queenstown,jul-18,678,06 to 10,1240000
83497654,goodview apartments,lorong 8 geylang,apartment,0,aljunied,geylang,may-21,1292,01 to 05,1030000
52210015,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,sep-20,-1,01 to 05,1088000
56141724,the quayside,robertson quay,apartment,9,robertson quay,singapore river,jan-17,3229,06 to 10,4075000
83418400,the woodleigh residences,bidadari park drive,apartment,13,bidadari,toa payoh,sep-20,700,11 to 15,1372000
29854460,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,657,06 to 10,1173376
99052109,parc esta,sims avenue,apartment,14,geylang east,geylang,sep-19,840,16 to 20,1487000
59809549,guilin view,bukit batok street 52,condominium,23,guilin,bukit batok,dec-18,1744,01 to 05,1500000
95849256,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,mar-19,592,01 to 05,790000
47457419,trevista,lorong 3 toa payoh,condominium,12,braddell,toa payoh,aug-18,915,01 to 05,1180000
51851804,tre residences,geylang east avenue 1,condominium,14,aljunied,geylang,dec-20,947,11 to 15,1468000
52507931,the stellar,west coast road,condominium,5,clementi woods,clementi,feb-20,1776,01 to 05,1738000
64897275,the bayshore,bayshore road,condominium,0,bayshore,bedok,feb-18,947,06 to 10,860000
68986848,the m,middle road,apartment,7,bugis,downtown core,feb-20,484,01 to 05,1125800
78376063X,jadescape,shunfu road,condominium,20,upper thomson,bishan,sep-18,775,06 to 10,1244000
73568120,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,829,11 to 15,1460864
48995913,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,jul-18,-1,01 to 05,790000
51701423,thomson impressions,lorong puntong,apartment,20,upper thomson,bishan,mar-17,1055,01 to 05,1400700
42032563,irwell hill residences,irwell hill,apartment,9,leonie hill,river valley,apr-21,667,11 to 15,1766000
21706565,hundred palms residences,yio chu kang road,executive condominium,19,hougang west,hougang,jul-17,883,11 to 15,769200
40579909,rivervale crest,rivervale crescent,apartment,19,rivervale,sengkang,feb-17,969,06 to 10,745000
72977763,the floravale,westwood avenue,executive condominium,22,yunnan,jurong west,dec-20,-1,06 to 10,855000
83389806,leedon green,leedon heights,condominium,10,farrer court,bukit timah,aug-20,818,01 to 05,1995000
84238392,normanton park,normanton park,apartment,5,kent ridge,queenstown,jul-21,527,01 to 05,964000
70560239,the jovell,flora drive,condominium,17,flora drive,pasir ris,jan-21,904,06 to 10,1087000
24444879,midwood,hillview rise,condominium,23,hillview,bukit batok,may-21,635,06 to 10,1017000
11272882,parc esta,sims avenue,apartment,14,geylang east,geylang,dec-18,915,16 to 20,1563000
12618530X,one shenton,shenton way,apartment,1,cecil,downtown core,oct-21,1572,16 to 20,2500000
14812357,the interweave,kim keat road,apartment,12,balestier,novena,sep-19,377,11 to 15,568000
55490495,inz residence,choa chu kang avenue 5,executive condominium,23,peng siang,choa chu kang,aug-17,-1,06 to 10,811000
30517068,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,jul-18,721,06 to 10,918000
77304845,jadescape,shunfu road,condominium,20,upper thomson,bishan,jun-21,527,01 to 05,905000
29743985,parc somme,somme road,apartment,8,lavender,kallang,jul-21,355,01 to 05,572000
15633734,the trilinq,jalan lempeng,condominium,5,faber,clementi,nov-21,915,26 to 30,1560000
45966554,yewtee residences,choa chu kang north 6,apartment,23,yew tee,choa chu kang,jul-20,1453,06 to 10,1000000
47552838,rivergate,robertson quay,apartment,9,robertson quay,singapore river,jul-17,1722,06 to 10,3720000
92330675,jui residences,serangoon road,apartment,12,bendemeer,kallang,sep-18,431,06 to 10,715000
43757480,the garden residences,serangoon north view,apartment,19,serangoon garden,serangoon,jun-18,452,11 to 15,763000
22491701,m21,mandalay road,apartment,11,balestier,novena,sep-20,1755,06 to 10,2550000
21264625,watertown,punggol central,apartment,19,punggol town centre,punggol,feb-19,603,01 to 05,720000
13232458,high park residences,fernvale road,apartment,28,fernvale,sengkang,aug-21,710,06 to 10,923000
82762715,riversails,upper serangoon crescent,condominium,19,hougang east,hougang,sep-17,-1,01 to 05,1290000
66526228,tre residences,geylang east avenue 1,condominium,14,aljunied,geylang,oct-17,947,06 to 10,1300000
11199072,ki residences at brookvale,brookvale drive,condominium,21,sunset way,clementi,dec-20,1475,06 to 10,2731000
68426744,astrid meadows,coronation road west,condominium,10,leedon park,bukit timah,jan-18,2583,01 to 05,4500000
11414607,the tre ver,potong pasir avenue 1,condominium,13,potong pasir,toa payoh,sep-20,1098,06 to 10,1758000
89123127,parc clematis,jalan lempeng,apartment,5,faber,clementi,feb-21,1044,06 to 10,1702000
92310887,kent ridge hill residences,south buona vista road,apartment,5,pasir panjang 2,queenstown,nov-18,646,01 to 05,1091000
73684066,jadescape,shunfu road,condominium,20,upper thomson,bishan,sep-19,-1,11 to 15,2138700
59111676,sky vue,bishan street 15,condominium,20,bishan east,bishan,may-18,678,01 to 05,1150000
77180200,the poiz residences,meyappa chettiar road,apartment,13,potong pasir,toa payoh,jan-21,420,06 to 10,730000
15229276,lakepoint condominium,lakepoint drive,condominium,22,taman jurong,jurong west,oct-21,3122,11 to 15,2052688
32535533,cairnhill nine,cairnhill road,apartment,9,somerset,orchard,jul-17,1033,16 to 20,2508000
32136788,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,aug-20,700,31 to 35,1882000
88289730,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,jul-19,1206,16 to 20,1269800
92641859,the marbella,mount sinai rise,condominium,10,ulu pandan,bukit timah,jan-17,-1,16 to 20,2440000
17669448,the alps residences,tampines street 86,condominium,18,tampines west,tampines,jul-17,1066,01 to 05,1126820
16869301,eight riversuites,whampoa east,condominium,12,bendemeer,kallang,jul-18,441,21 to 25,755000
82783788,stirling residences,stirling road,apartment,0,mei chin,queenstown,mar-20,-1,16 to 20,1190000
56409714,nathan place,nathan road,condominium,10,chatsworth,tanglin,apr-19,1044,01 to 05,1960000
19169001,twin waterfalls,punggol walk,executive condominium,19,matilda,punggol,jul-21,1119,11 to 15,1200000
16308334,seaside residences,siglap link,apartment,15,siglap,bedok,apr-17,829,11 to 15,1446480
72658841,the watergardens at canberra,canberra drive,apartment,27,sembawang springs,sembawang,aug-21,753,01 to 05,1158000
95371160,waterview,tampines avenue 1,condominium,18,tampines west,tampines,sep-19,1184,01 to 05,1260000
52198794,versilia on haig,ipoh lane,condominium,15,geylang east,geylang,nov-17,1130,06 to 10,1580000
37072064,rio vista,upper serangoon view,condominium,19,kangkar,hougang,nov-17,1238,06 to 10,990000
38958594,penrose,sims drive,apartment,14,aljunied,geylang,nov-21,1389,16 to 20,2370000
41256615,le quest,bukit batok street 41,apartment,23,brickworks,bukit batok,aug-17,592,06 to 10,794000
52786856,euhabitat,jalan eunos,condominium,14,kaki bukit,bedok,sep-18,614,01 to 05,733000
19348674,j@63,lorong j telok kurau,apartment,15,frankel,bedok,apr-21,904,01 to 05,1523080
64983800,northoaks,woodlands crescent,executive condominium,25,woodlands east,woodlands,oct-17,2271,11 to 15,1150000
72846317,pollen & bleu,farrer drive,condominium,10,tyersall,tanglin,mar-17,603,01 to 05,1229100
82119505,pollen & bleu,farrer drive,condominium,10,tyersall,tanglin,may-17,-1,01 to 05,3117800
61560367,sophia hills,mount sophia,condominium,9,mount emily,rochor,nov-20,710,01 to 05,1415000
54344382,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,aug-17,-1,01 to 05,863280
31052427,melville park,simei street 1,condominium,18,simei,tampines,may-21,958,01 to 05,679000
78239138,the alps residences,tampines street 86,condominium,18,tampines west,tampines,jun-17,700,01 to 05,717000
24874090,kensington park condominium,kensington park drive,condominium,19,serangoon garden,serangoon,may-17,1582,11 to 15,1618888
30632394,oue twin peaks,leonie hill road,condominium,9,leonie hill,river valley,may-17,549,26 to 30,1676300
26681874,faber garden condominium,angklong lane,condominium,20,upper thomson,bishan,nov-18,-1,01 to 05,2200000
93537030,view at kismis,lorong kismis,apartment,21,anak bukit,bukit timah,aug-21,1270,01 to 05,2137000
97251798,lakeville,jurong lake link,condominium,22,hong kah,jurong west,nov-21,635,06 to 10,1005000
46408786,sky everton,everton road,apartment,2,everton park,bukit merah,jan-20,915,16 to 20,2335000
37506421,affinity at serangoon,serangoon north avenue 1,apartment,19,serangoon garden,serangoon,jun-20,850,01 to 05,1305000
46006508,35 gilstead,gilstead road,apartment,11,moulmein,novena,oct-19,872,01 to 05,2178125
97841355,seletar springs condominium,gerald drive,condominium,28,trafalgar,hougang,jul-20,1302,01 to 05,960000
85163498X,euphony gardens,jalan mata ayer,condominium,27,mandai estate,mandai,sep-21,2433,01 to 05,1650000
67685715,rosewood,rosewood drive,condominium,25,woodgrove,woodlands,feb-21,1475,01 to 05,1050000
38527661,sims dorado,lorong 39 geylang,apartment,14,aljunied,geylang,jan-21,861,01 to 05,980000
59673498,parc clematis,jalan lempeng,apartment,5,faber,clementi,nov-19,506,06 to 10,821000
47361832,de lente,holland road,apartment,10,farrer court,bukit timah,feb-18,1033,01 to 05,1500000
23510545,ki residences at brookvale,brookvale drive,condominium,21,sunset way,clementi,dec-20,936,06 to 10,1652000
30363454,aquarius by the park,bedok reservoir view,condominium,16,bedok reservoir,bedok,dec-21,1098,01 to 05,885000
84704969,the clift,mccallum street,apartment,1,cecil,downtown core,apr-18,775,16 to 20,1310000
33475583,bishan point,bright hill drive,condominium,20,upper thomson,bishan,may-21,1184,11 to 15,1320000
40460993,arthur 118,arthur road,apartment,15,mountbatten,marine parade,sep-18,926,11 to 15,1415000
60720158,kopar at newton,makeway avenue,apartment,9,moulmein,novena,mar-21,517,01 to 05,1172000
59762432,leonie parc view,leonie hill road,apartment,9,leonie hill,river valley,jun-21,2013,21 to 25,4500000
11070942,neem tree,jalan kemaman,apartment,12,balestier,novena,jun-19,818,11 to 15,1545000
77496921,hundred palms residences,yio chu kang road,executive condominium,19,hougang west,hougang,jul-17,1109,11 to 15,906600
49046120,northvale,choa chu kang loop,apartment,23,choa chu kang central,choa chu kang,may-17,2702,11 to 15,1400000
88430459,newest,west coast drive,apartment,5,west coast,clementi,mar-21,2400,01 to 05,2035000
32997823,cairnhill plaza,cairnhill road,apartment,9,cairnhill,newton,jun-19,2852,31 to 35,5000000
28213093,the topiary,fernvale lane,executive condominium,28,fernvale,sengkang,sep-21,1087,16 to 20,1183000
58926915,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,apr-17,1184,11 to 15,908000
40194480,sol acres,choa chu kang grove,executive condominium,23,keat hong,choa chu kang,mar-17,1044,16 to 20,861000
46248668,the wharf residence,tong watt road,condominium,9,institution hill,river valley,jun-19,1033,11 to 15,2250000
54353331,normanton park,normanton park,apartment,5,kent ridge,queenstown,mar-21,657,11 to 15,1187199
76489433,the quinn,bartley road,apartment,19,upper paya lebar,serangoon,oct-20,786,01 to 05,1135000
88108863,the tre ver,potong pasir avenue 1,condominium,13,potong pasir,toa payoh,apr-19,689,11 to 15,1135000
44800199,pandan valley,pandan valley,condominium,0,ulu pandan,bukit timah,jan-21,2024,01 to 05,2400000
57928842,midtown modern,tan quee lan street,apartment,7,bugis,downtown core,mar-21,474,21 to 25,1359270
52363797,suites at bukit timah,jalan jurong kechil,apartment,21,anak bukit,bukit timah,sep-21,431,01 to 05,650000
50257617,the canopy,yishun avenue 11,executive condominium,27,yishun east,yishun,nov-19,1055,01 to 05,900000
60262444,the centris,jurong west central 3,apartment,22,jurong west central,jurong west,sep-18,958,06 to 10,1150000
43710569,the hillford,jalan jurong kechil,apartment,21,anak bukit,bukit timah,nov-18,398,01 to 05,478000
23127163,waterbay,edgefield plains,executive condominium,19,punggol field,punggol,may-21,1076,06 to 10,1050000
18529258,esparina residences,compassvale bow,executive condominium,19,compassvale,sengkang,sep-20,1163,16 to 20,1310000
36230752,grandeur park residences,bedok south avenue 3,condominium,16,bedok south,bedok,mar-21,883,01 to 05,1300000
87720916X,parc clematis,jalan lempeng,apartment,5,faber,clementi,jan-21,689,01 to 05,1169500
99712439,daintree residence,toh tuck road,condominium,21,anak bukit,bukit timah,aug-20,1119,01 to 05,1799690
