transaction_id,name,street,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,price
53748962,minbu villa,minbu road,apartment,11,balestier,novena,sep-21,2336,06 to 10,2800000
59123108,gillenia,rosyth road,apartment,19,kovan,hougang,nov-21,872,01 to 05,935000
34760803,skysuites@anson,enggor street,apartment,2,tanjong pagar,downtown core,may-18,-1,61 to 65,2222650
57767216,royalgreen,anamalai avenue,condominium,10,holland road,bukit timah,nov-19,721,01 to 05,1966000
76879919,north park residences,yishun central 1,apartment,27,yishun central,yishun,oct-17,775,01 to 05,1076300
68882075,le nouvel ardmore,ardmore park,condominium,0,orange grove,newton,feb-20,3940,21 to 25,16800000
10354240,mi casa,choa chu kang avenue 3,condominium,23,choa chu kang central,choa chu kang,feb-19,1324,06 to 10,1088000
76614139,principal garden,prince charles crescent,condominium,3,alexandra north,bukit merah,oct-17,764,16 to 20,1348000
60331825,rivercove residences,anchorvale lane,executive condominium,19,anchorvale,sengkang,apr-18,1109,01 to 05,1050500
41905684,mirage tower,kim seng road,condominium,0,robertson quay,singapore river,aug-21,570,21 to 25,1250000
18745169,the floravale,westwood avenue,executive condominium,22,yunnan,jurong west,may-18,1292,11 to 15,880000
95283020,queens peak,dundee road,condominium,3,margaret drive,queenstown,sep-19,1507,36 to 40,2570000
86450025,inz residence,choa chu kang avenue 5,executive condominium,23,peng siang,choa chu kang,apr-17,883,01 to 05,671000
64524716,kopar at newton,makeway avenue,apartment,9,moulmein,novena,sep-21,958,16 to 20,2339000
50035089,waterfront key,bedok reservoir road,condominium,16,bedok reservoir,bedok,mar-18,1173,11 to 15,1318888
61376207,regent grove,choa chu kang north 7,condominium,23,yew tee,choa chu kang,apr-21,1173,06 to 10,808000
19477707,commonwealth towers,commonwealth avenue,condominium,3,margaret drive,queenstown,jun-17,441,41 to 45,868000
50598378,d'nest,pasir ris grove,condominium,18,pasir ris central,pasir ris,feb-21,936,01 to 05,982888
12373713,jadescape,shunfu road,condominium,20,upper thomson,bishan,jan-20,1259,06 to 10,2110100
14284686X,carissa park condominium,flora drive,condominium,0,flora drive,pasir ris,jan-21,1324,01 to 05,1200000
12603245,oleander towers,lorong 1 toa payoh,apartment,12,toa payoh central,toa payoh,nov-21,861,11 to 15,990000
65942731,parc clematis,jalan lempeng,apartment,5,faber,clementi,aug-19,904,11 to 15,1462000
14383056,v on shenton,shenton way,apartment,1,cecil,downtown core,jun-20,1518,46 to 50,3548000
82191355,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,sep-19,527,16 to 20,1129000
69798176,rosewood,rosewood drive,condominium,25,woodgrove,woodlands,apr-21,1884,16 to 20,1238000
73180292,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,oct-17,764,01 to 05,578500
88544557,bullion park,lentor loop,condominium,26,tagore,ang mo kio,jun-17,807,06 to 10,805000
98645059,leedon green,leedon heights,condominium,10,farrer court,bukit timah,jun-21,1044,06 to 10,2799000
58535713,kopar at newton,makeway avenue,apartment,9,moulmein,novena,apr-20,517,06 to 10,1232000
68508032,ris grandeur,elias road,condominium,18,pasir ris west,pasir ris,apr-18,1539,01 to 05,1350000
59709214,the rivervale,rivervale link,executive condominium,19,rivervale,sengkang,jan-18,1302,06 to 10,905000
27821972,the terrace,edgedale plains,executive condominium,19,waterway east,punggol,jan-17,1076,11 to 15,861200
97944702,skysuites@anson,enggor street,apartment,2,tanjong pagar,downtown core,aug-17,700,51 to 55,1565960
28486670,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,jan-20,883,11 to 15,1170112
68106694,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,feb-20,872,11 to 15,1247000
14562408,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,667,16 to 20,1196518
65344180X,the inspira,arnasalam chetty road,condominium,9,institution hill,river valley,jun-18,1206,06 to 10,2420000
39435458,hazel park condominium,hazel park terrace,condominium,23,jelebu,bukit panjang,jun-18,980,01 to 05,1150000
58782144,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,aug-17,1184,01 to 05,889515
91421446,yishun emerald,canberra drive,condominium,27,yishun west,yishun,jan-21,1152,11 to 15,850000
67545993,the luxurie,compassvale road,condominium,19,sengkang town centre,sengkang,dec-21,775,06 to 10,1000000
62822264,hundred palms residences,yio chu kang road,executive condominium,0,hougang west,hougang,jul-17,883,01 to 05,734300
53977785,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,mar-20,463,11 to 15,698000
44768945,the m,middle road,apartment,7,bugis,downtown core,feb-20,635,01 to 05,1376500
73584036,the visionaire,canberra drive,executive condominium,27,sembawang springs,sembawang,jul-17,1023,01 to 05,817000
73288803,jadescape,shunfu road,condominium,20,upper thomson,bishan,nov-20,2099,01 to 05,3381000
36473059,astoria park,lorong mydin,condominium,14,kembangan,bedok,mar-21,958,01 to 05,995000
83696695,vacanza @ east,lengkong tujoh,condominium,14,kembangan,bedok,mar-19,807,06 to 10,888000
77742383,jadescape,shunfu road,condominium,20,upper thomson,bishan,sep-18,527,06 to 10,912000
33179610,the plaza,beach road,apartment,7,nicoll,downtown core,apr-21,840,21 to 25,1000000
90554509,tanglin view,prince charles crescent,condominium,3,alexandra north,bukit merah,jul-21,872,11 to 15,1280000
60694624,the elysia,mar thoma road,apartment,12,bendemeer,kallang,apr-18,850,01 to 05,855000
60039242,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,jan-21,657,06 to 10,965000
50732246,reflections at keppel bay,keppel bay view,condominium,4,maritime square,bukit merah,sep-17,-1,01 to 05,1928850
56436196,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,jan-20,614,11 to 15,897112
15791819,royalgreen,anamalai avenue,condominium,10,holland road,bukit timah,oct-19,667,01 to 05,1805000
48220069,kensington park condominium,kensington park drive,condominium,0,serangoon garden,serangoon,oct-19,1485,01 to 05,1650000
96787812,cairnhill nine,cairnhill road,apartment,9,somerset,orchard,may-17,1033,21 to 25,2700000
87380229,daintree residence,toh tuck road,condominium,21,anak bukit,bukit timah,aug-18,1055,01 to 05,1921850
91509101,tanamera crest,pari dedap walk,condominium,16,bedok north,bedok,feb-18,1163,06 to 10,920000
95755827,parc central residences,tampines street 86,executive condominium,18,tampines west,tampines,jul-21,893,11 to 15,1066000
18180093,the alps residences,tampines street 86,condominium,18,tampines west,tampines,oct-17,1066,01 to 05,1134000
45695194,vue 8 residence,pasir ris heights,condominium,18,pasir ris west,pasir ris,mar-20,1346,06 to 10,1498000
68697826,marina one residences,marina way,apartment,0,central subzone,downtown core,nov-20,-1,26 to 30,2869376
35604183,sol acres,choa chu kang grove,executive condominium,0,keat hong,choa chu kang,apr-17,570,21 to 25,471000
99977148,the avenir,river valley close,condominium,9,institution hill,river valley,apr-21,1141,11 to 15,3435000
38782625,caspian,lakeside drive,condominium,22,taman jurong,jurong west,apr-18,1432,16 to 20,1478888
52114394X,hillsta,phoenix road,condominium,23,gombak,bukit batok,aug-17,538,01 to 05,560000
14516171,d'grove villas,orange grove road,condominium,10,orange grove,newton,sep-17,2702,06 to 10,4750000
66707641,la fiesta,sengkang square,condominium,19,sengkang town centre,sengkang,oct-18,1367,11 to 15,1546000
27825583,the jovell,flora drive,condominium,0,flora drive,pasir ris,jan-21,635,06 to 10,798900
52280094,midwood,hillview rise,condominium,23,hillview,bukit batok,nov-21,484,26 to 30,914000
80871586,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,jan-21,700,36 to 40,1881000
47235899,paterson residence,paterson road,condominium,9,paterson,river valley,may-18,1496,11 to 15,3600000
45945601,waterfront waves,bedok reservoir road,condominium,16,bedok reservoir,bedok,may-21,969,06 to 10,970000
54888143,seraya residences,seraya lane,apartment,15,katong,marine parade,sep-20,1141,01 to 05,1701594
20749952X,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,jul-18,517,06 to 10,662000
39828926,pollen & bleu,farrer drive,condominium,10,tyersall,tanglin,apr-17,603,06 to 10,1257100
66872402,the waterside,tanjong rhu road,condominium,15,tanjong rhu,kallang,feb-19,2142,16 to 20,3600000
12679582,parksuites,holland grove road,apartment,10,ulu pandan,bukit timah,jan-20,1421,01 to 05,2850000
16438662,parc clematis,jalan lempeng,apartment,5,faber,clementi,aug-20,1076,11 to 15,1786500
26547751,clover by the park,bishan street 25,condominium,20,marymount,bishan,mar-18,1281,36 to 40,1828000
64296095,botanika,holland road,apartment,10,tyersall,tanglin,nov-19,2906,01 to 05,5950000
86698903,the meyerise,meyer road,condominium,15,mountbatten,marine parade,apr-17,872,06 to 10,1620000
31336496,v on shenton,shenton way,apartment,1,cecil,downtown core,oct-17,1216,41 to 45,2800000
68104641,rivervale crest,rivervale crescent,apartment,19,rivervale,sengkang,apr-21,1216,06 to 10,900000
14547212,seletar park residence,seletar road,condominium,28,seletar hills,serangoon,aug-19,872,01 to 05,1050000
34333237,river isles,edgedale plains,condominium,19,punggol field,punggol,feb-18,1227,01 to 05,1248000
18453804,hillion residences,jelebu road,apartment,23,jelebu,bukit panjang,nov-17,474,16 to 20,777000
21826640,woodsvale,woodlands drive 72,executive condominium,25,woodlands east,woodlands,sep-18,1313,06 to 10,850000
80881536,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,jul-18,678,11 to 15,1357000
65920613,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,mar-21,678,01 to 05,974000
98077948,the gazania,how sun drive,condominium,19,upper paya lebar,serangoon,apr-21,904,01 to 05,1874000
11596267,the tre ver,potong pasir avenue 1,condominium,13,potong pasir,toa payoh,oct-18,495,06 to 10,736000
30133243,hazel park condominium,hazel park terrace,condominium,23,jelebu,bukit panjang,jul-17,1335,11 to 15,1320000
46731572,gem residences,lorong 5 toa payoh,condominium,12,boon teck,toa payoh,dec-20,1249,01 to 05,1880000
45333887,provence residence,canberra crescent,executive condominium,0,sembawang east,sembawang,may-21,926,06 to 10,1109000
20535679,parc bleu,joo chiat place,apartment,15,frankel,bedok,mar-20,-1,01 to 05,610000
82242691,caribbean at keppel bay,keppel bay drive,condominium,4,maritime square,bukit merah,feb-17,1873,01 to 05,3200000
46529440,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,jul-18,667,11 to 15,935000
46560982,affinity at serangoon,serangoon north avenue 1,apartment,19,serangoon garden,serangoon,sep-18,753,06 to 10,1162000
40017959,mayfair modern,rifle range road,condominium,21,swiss club,bukit timah,jan-20,1141,06 to 10,2145132
73173306,eastpoint green,simei street 3,condominium,18,simei,tampines,sep-21,958,01 to 05,815000
87436291,ki residences at brookvale,brookvale drive,condominium,21,sunset way,clementi,nov-21,872,11 to 15,1539000
76812955,kandis residence,kandis link,condominium,27,sembawang straits,sembawang,feb-21,797,01 to 05,960000
45182446,the wharf residence,tong watt road,condominium,9,institution hill,river valley,may-18,1066,16 to 20,2400000
93966461,the tessarina,wilby road,condominium,10,holland road,bukit timah,jun-18,1324,06 to 10,2250000
99805665,martin modern,martin place,condominium,9,institution hill,river valley,apr-21,1399,26 to 30,4150000
30554322,dairy farm residences,dairy farm lane,apartment,23,dairy farm,bukit panjang,oct-20,936,01 to 05,1434500
21993782,parc canberra,canberra walk,executive condominium,27,sembawang east,sembawang,sep-20,947,06 to 10,1047000
48208247,stirling residences,stirling road,apartment,3,mei chin,queenstown,mar-19,-1,11 to 15,1270000
29858039,parc riviera,west coast vale,condominium,5,west coast,clementi,jun-21,646,06 to 10,888000
13558392,boulevard 88,orchard boulevard,apartment,10,tanglin,orchard,may-19,2799,06 to 10,10258200
70412517,the brownstone,canberra drive,executive condominium,27,sembawang springs,sembawang,jan-21,1055,06 to 10,1000000
27224206,view at kismis,lorong kismis,apartment,21,anak bukit,bukit timah,jul-20,700,01 to 05,1253000
16457298,whistler grand,west coast vale,apartment,5,west coast,clementi,jan-21,1442,26 to 30,2033600
24163714,amber 45,amber road,apartment,15,marine parade,marine parade,jun-19,1593,16 to 20,3782900
80171567,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,jul-19,1023,06 to 10,1150400
90108838,the orient,pasir panjang road,apartment,5,pasir panjang 1,queenstown,apr-18,1550,01 to 05,2499500
33531147,reflections at keppel bay,keppel bay view,condominium,4,maritime square,bukit merah,jan-17,1475,16 to 20,2100000
98752995,beacon heights,mar thoma road,condominium,12,bendemeer,kallang,aug-20,893,06 to 10,988000
51999856,sennett residence,pheng geck avenue,condominium,13,sennett,toa payoh,may-18,3251,16 to 20,4515000
59475799,parc central residences,tampines street 86,executive condominium,18,tampines west,tampines,jul-21,872,11 to 15,1075000
11362783,country park condominium,bedok road,condominium,16,bedok south,bedok,may-21,1087,01 to 05,1435000
46326332,park colonial,woodleigh lane,condominium,13,woodleigh,toa payoh,may-19,1410,01 to 05,2391000
53523927,irwell hill residences,irwell hill,apartment,9,leonie hill,river valley,apr-21,398,06 to 10,1032000
44139012,hillington green,hillview avenue,condominium,23,hillview,bukit batok,oct-17,990,06 to 10,1050000
95662746,kent ridge hill residences,south buona vista road,apartment,5,pasir panjang 2,queenstown,sep-20,743,01 to 05,1434000
82123660,northwave,woodlands view,executive condominium,25,woodlands east,woodlands,jun-18,1119,11 to 15,975000
12421455,parc riviera,west coast vale,condominium,5,west coast,clementi,may-17,904,26 to 30,1156000
85596067,twin vew,west coast vale,apartment,5,west coast,clementi,may-18,1055,21 to 25,1416000
74370110,rv altitude,river valley road,apartment,9,leonie hill,river valley,dec-20,441,11 to 15,1389000
98754024,the tapestry,tampines street 86,condominium,18,tampines west,tampines,may-18,474,11 to 15,685260
20335090,the bayshore,bayshore road,condominium,16,bayshore,bedok,nov-17,1001,11 to 15,900000
99715919,trilive,tampines road,condominium,19,lorong ah soo,hougang,oct-21,904,16 to 20,1450000
74995448,bartley residences,lorong how sun,apartment,19,upper paya lebar,serangoon,oct-20,1346,16 to 20,1846000
44491446,the garden residences,serangoon north view,apartment,19,serangoon garden,serangoon,aug-20,689,11 to 15,1100900
16535849,commonwealth towers,commonwealth avenue,condominium,3,margaret drive,queenstown,may-17,441,36 to 40,848000
37297962,oue twin peaks,leonie hill road,condominium,9,leonie hill,river valley,feb-17,549,16 to 20,1508800
59734030,artra,alexandra view,apartment,3,redhill,bukit merah,apr-18,786,31 to 35,1578700
54868219,pinevale,tampines street 73,executive condominium,18,tampines west,tampines,jun-18,1281,11 to 15,945000
22094402,the quartz,compassvale bow,condominium,19,compassvale,sengkang,may-18,1130,06 to 10,1070000
99446614,midwood,hillview rise,condominium,23,hillview,bukit batok,aug-21,484,21 to 25,871000
81779736,the luxurie,compassvale road,condominium,19,sengkang town centre,sengkang,jan-18,775,11 to 15,900000
99409422,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,527,11 to 15,932332
62450017,starlight suites,river valley close,apartment,9,institution hill,river valley,may-21,1862,11 to 15,3700000
66636903,stirling residences,stirling road,apartment,3,mei chin,queenstown,may-20,-1,06 to 10,960000
54818377X,nottinghill suites,toh tuck road,apartment,21,anak bukit,bukit timah,oct-17,398,01 to 05,630000
13888695,astoria park,lorong mydin,condominium,14,kembangan,bedok,jun-21,958,01 to 05,960000
77142783X,sims urban oasis,sims drive,condominium,14,aljunied,geylang,nov-17,-1,06 to 10,1467000
82664081,ferraria park condominium,flora drive,condominium,17,flora drive,pasir ris,apr-18,1249,01 to 05,1200000
44211886,parc esta,sims avenue,apartment,14,geylang east,geylang,may-20,743,16 to 20,1268000
67906508,grandeur park residences,bedok south avenue 3,condominium,16,bedok south,bedok,feb-18,-1,06 to 10,1286112
54580443,parc life,sembawang crescent,executive condominium,27,sembawang central,sembawang,dec-17,1109,11 to 15,965250
13386600,meadowlodge,chun tin road,condominium,21,anak bukit,bukit timah,oct-17,1346,01 to 05,1340000
27527955,the vermont on cairnhill,cairnhill rise,apartment,0,cairnhill,newton,apr-18,915,11 to 15,2220000
10715302,parc central residences,tampines street 86,executive condominium,18,tampines west,tampines,apr-21,1055,01 to 05,1174000
77560671,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,mar-19,1109,11 to 15,1417000
80578985,parc canberra,canberra walk,executive condominium,27,sembawang east,sembawang,jun-20,947,06 to 10,1051000
17588855,bella vista,sommerville road,apartment,13,lorong chuan,serangoon,sep-19,797,01 to 05,905000
54495410,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,may-20,915,01 to 05,1244000
82234418,the sail @ marina bay,marina boulevard,apartment,1,central subzone,downtown core,sep-19,893,36 to 40,1450000
53071807,euphony gardens,jalan mata ayer,condominium,27,mandai estate,mandai,feb-18,1184,01 to 05,850000
85678284,kovan residences,kovan road,condominium,19,kovan,hougang,dec-19,1765,16 to 20,2100000
10818241,caribbean at keppel bay,keppel bay drive,condominium,4,maritime square,bukit merah,may-18,1647,01 to 05,2520000
36453677,parc rosewood,rosewood drive,condominium,25,woodgrove,woodlands,dec-20,603,01 to 05,630000
14802705,parc botannia,fernvale street,condominium,28,fernvale,sengkang,dec-17,1281,06 to 10,1535000
50564405,grandeur 8,ang mo kio central 3,condominium,20,ang mo kio town centre,ang mo kio,feb-18,1453,01 to 05,1460000
35832238,affinity at serangoon,serangoon north avenue 1,apartment,19,serangoon garden,serangoon,oct-18,538,01 to 05,770000
12627162,treasure at tampines,tampines lane,condominium,0,tampines east,tampines,jul-19,463,11 to 15,688000
95922310,eco,bedok south avenue 3,condominium,16,bedok south,bedok,sep-20,614,06 to 10,747000
76104018,the linq @ beauty world,upper bukit timah road,apartment,21,anak bukit,bukit timah,nov-20,614,06 to 10,1300000
62354718,the greenwich,seletar road,condominium,28,seletar hills,serangoon,mar-19,603,01 to 05,710000
39946441,martin modern,martin place,condominium,9,institution hill,river valley,jul-17,1012,16 to 20,2247264
84797459,goldenhill park condominium,mei hwan drive,condominium,20,lorong chuan,serangoon,jun-17,1561,06 to 10,2050000
89256242,bullion park,lentor loop,condominium,26,tagore,ang mo kio,may-17,807,06 to 10,805000
31261606,ardmore ii,ardmore park,condominium,10,orange grove,newton,dec-18,2024,26 to 30,5350000
50276655,northwave,woodlands view,executive condominium,25,woodlands east,woodlands,oct-17,990,01 to 05,743000
30367619,beacon heights,mar thoma road,condominium,12,bendemeer,kallang,jun-18,2153,01 to 05,1580000
34479628,m suites,lorong melayu,apartment,14,kembangan,bedok,jul-21,1044,01 to 05,1774800
95356242,laguna park,marine parade road,apartment,15,siglap,bedok,feb-21,1615,06 to 10,1605000
47728106,h2o residences,fernvale link,condominium,28,fernvale,sengkang,feb-21,1130,16 to 20,1268000
99404333,one-north eden,slim barracks rise,apartment,5,one north,queenstown,apr-21,786,01 to 05,1541000
79174701,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,aug-21,1507,11 to 15,1755250
54664893,midwood,hillview rise,condominium,23,hillview,bukit batok,oct-20,484,01 to 05,770100
66652225,normanton park,normanton park,apartment,5,kent ridge,queenstown,dec-21,527,21 to 25,1017070
24369282,sky@eleven,thomson lane,condominium,11,toa payoh central,toa payoh,aug-19,2713,31 to 35,4790000
83518200,the vales,anchorvale crescent,executive condominium,19,anchorvale,sengkang,mar-17,1044,06 to 10,778000
69573377,the gazania,how sun drive,condominium,19,upper paya lebar,serangoon,may-21,1216,01 to 05,2389000
37413150,ki residences at brookvale,brookvale drive,condominium,21,sunset way,clementi,jan-21,936,06 to 10,1693000
84504813,riversound residence,sengkang east avenue,condominium,19,rivervale,sengkang,sep-21,904,06 to 10,960000
69318723,grandeur park residences,bedok south avenue 3,condominium,16,bedok south,bedok,mar-17,-1,06 to 10,1911000
85989414,watercolours,pasir ris link,executive condominium,18,pasir ris park,pasir ris,aug-20,861,01 to 05,750000
99566238,hilltop grove,hillview avenue,condominium,23,hillview,bukit batok,aug-21,1647,06 to 10,1538000
10348130,parksuites,holland grove road,apartment,10,ulu pandan,bukit timah,feb-19,581,01 to 05,1128180
98302339,le quest,bukit batok street 41,apartment,23,brickworks,bukit batok,aug-17,614,06 to 10,843000
41019754,ki residences at brookvale,brookvale drive,condominium,21,sunset way,clementi,jan-21,753,01 to 05,1262000
19259051,the panorama,ang mo kio avenue 2,condominium,20,kebun bahru,ang mo kio,apr-21,1130,16 to 20,1850000
34291200,the tropica,tampines avenue 1,condominium,18,tampines west,tampines,aug-20,1238,11 to 15,1100000
37868772,avenue south residence,silat avenue,apartment,0,kampong tiong bahru,bukit merah,nov-21,657,41 to 45,1495000
64934702X,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,jun-20,527,36 to 40,1170000
63155699,spottiswoode suites,spottiswoode park road,apartment,2,everton park,bukit merah,jul-17,441,26 to 30,1048000
49385545,penrose,sims drive,apartment,14,aljunied,geylang,may-21,1098,11 to 15,1823000
11215834,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,jul-18,463,01 to 05,625000
36457941X,8@woodleigh,woodleigh close,condominium,13,woodleigh,toa payoh,feb-17,1012,11 to 15,1275000
29530736,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,aug-20,678,06 to 10,938000
37734170,the panorama,ang mo kio avenue 2,condominium,20,kebun bahru,ang mo kio,jun-19,1001,01 to 05,1478000
59218837,clavon,clementi avenue 1,apartment,5,clementi woods,clementi,dec-20,764,11 to 15,1264000
80725958,hume park i,hume avenue,condominium,21,hillview,bukit batok,dec-19,904,01 to 05,948000
58748921,jersey lodge,lorong j telok kurau,apartment,15,frankel,bedok,nov-17,-1,01 to 05,1150000
80283476,palm isles,flora drive,condominium,17,flora drive,pasir ris,dec-21,807,01 to 05,800000
64499381,parc esta,sims avenue,apartment,14,geylang east,geylang,aug-20,1023,01 to 05,1681000
80725958,hume park i,hume avenue,condominium,21,hillview,bukit batok,dec-19,904,01 to 05,948000
17482232,the watergardens at canberra,canberra drive,apartment,27,sembawang springs,sembawang,aug-21,753,01 to 05,1137000
13035015,twin regency,kim tian road,condominium,3,tiong bahru station,bukit merah,jun-17,1227,36 to 40,2050000
95719641,residence twenty-two,telok kurau road,apartment,15,frankel,bedok,aug-21,1216,01 to 05,2240000
96077546X,rivergate,robertson quay,apartment,9,robertson quay,singapore river,may-21,-1,26 to 30,3760000
83075396,affinity at serangoon,serangoon north avenue 1,apartment,0,serangoon garden,serangoon,jan-20,850,01 to 05,1293000
25698210,newton 18,newton road,apartment,11,moulmein,novena,nov-17,2196,26 to 30,2700000
32293293,d'chateau @ shelford,shelford road,apartment,11,hillcrest,bukit timah,oct-21,2863,01 to 05,3400000
12437455,queens peak,dundee road,condominium,3,margaret drive,queenstown,dec-17,775,16 to 20,1315000
65643091,river isles,edgedale plains,condominium,19,punggol field,punggol,may-17,1475,06 to 10,1345000
36312366,jewel @ buangkok,compassvale bow,condominium,0,compassvale,sengkang,jan-19,484,01 to 05,657000
20534251,park green,rivervale link,executive condominium,19,rivervale,sengkang,may-19,1518,01 to 05,1140000
51664922,river isles,edgedale plains,condominium,19,punggol field,punggol,jan-19,1206,11 to 15,1208000
70745729,whistler grand,west coast vale,apartment,5,west coast,clementi,jul-20,958,31 to 35,1430080
99050782,cairnhill crest,cairnhill circle,condominium,9,cairnhill,newton,sep-17,1733,01 to 05,3050000
44160474,twin vew,west coast vale,apartment,5,west coast,clementi,may-18,1066,26 to 30,1502000
73960478,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,may-19,1012,06 to 10,1437000
48842166,the rainforest,choa chu kang avenue 3,executive condominium,23,choa chu kang central,choa chu kang,nov-20,1130,01 to 05,1200000
64217127,view at kismis,lorong kismis,apartment,21,anak bukit,bukit timah,jan-20,700,01 to 05,1188000
53626306,the interlace,depot road,condominium,4,depot road,bukit merah,nov-19,1066,01 to 05,1350000
15102084,sims urban oasis,sims drive,condominium,14,aljunied,geylang,mar-18,1442,11 to 15,2260600
18446273,the marq on paterson hill,paterson hill,condominium,9,one tree hill,river valley,sep-18,-1,01 to 05,9750000
74824649,legenda at joo chiat,joo chiat lane,condominium,15,geylang east,geylang,dec-20,-1,01 to 05,1030000
29026054,dairy farm residences,dairy farm lane,apartment,23,dairy farm,bukit panjang,nov-19,1012,11 to 15,1653597
41584310,city gate,beach road,apartment,7,crawford,kallang,jan-19,915,21 to 25,1800000
19119712,nyon,amber road,apartment,15,marine parade,marine parade,dec-20,1281,16 to 20,2868000
53569473,cityvale,sophia road,apartment,9,mount emily,rochor,apr-21,721,06 to 10,1081500
39001312,stratum,elias road,condominium,18,pasir ris west,pasir ris,may-20,893,01 to 05,790000
55325583,the trizon,ridgewood close,condominium,10,ulu pandan,bukit timah,apr-21,1195,11 to 15,2050000
23169009,idyllic east,upper east coast road,apartment,0,bayshore,bedok,apr-18,947,01 to 05,1175000
97594398,daintree residence,toh tuck road,condominium,0,anak bukit,bukit timah,jul-18,710,01 to 05,1169450
60785035,the trilinq,jalan lempeng,condominium,5,faber,clementi,jun-17,1356,16 to 20,1527000
11527330,seaside residences,siglap link,apartment,0,siglap,bedok,feb-18,-1,16 to 20,1080000
46231921,grandeur park residences,bedok south avenue 3,condominium,0,bedok south,bedok,mar-17,624,01 to 05,935000
17895227,urbana,river valley close,condominium,9,institution hill,river valley,dec-17,1313,31 to 35,2710000
25941006,ola,anchorvale crescent,executive condominium,19,anchorvale,sengkang,oct-20,926,11 to 15,1038000
66345511,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,apr-18,-1,06 to 10,854500
54024657,le quest,bukit batok street 41,apartment,0,brickworks,bukit batok,aug-17,495,01 to 05,629000
33052709X,pasir ris 8,pasir ris drive 8,apartment,18,pasir ris central,pasir ris,jul-21,710,11 to 15,1142000
97153968,the tre ver,potong pasir avenue 1,condominium,13,potong pasir,toa payoh,mar-19,495,16 to 20,776000
76880726,grandeur park residences,bedok south avenue 3,condominium,16,bedok south,bedok,mar-21,549,06 to 10,910000
14583221,woodsville 28,woodsville close,apartment,13,potong pasir,toa payoh,apr-21,904,11 to 15,1240000
14244467,the criterion,yishun street 51,executive condominium,27,lower seletar,yishun,jul-17,1173,06 to 10,932000
32238489,margaret ville,margaret drive,apartment,0,margaret drive,queenstown,may-19,969,01 to 05,1642872
70466331,hazel park condominium,hazel park terrace,condominium,23,jelebu,bukit panjang,oct-20,1335,06 to 10,1530000
65145070,boathouse residences,upper serangoon view,condominium,19,kangkar,hougang,apr-21,1862,11 to 15,1710000
36096794,riversound residence,sengkang east avenue,condominium,19,rivervale,sengkang,apr-18,1163,11 to 15,1085000
16927681,seasons park,yio chu kang road,condominium,26,yio chu kang west,ang mo kio,aug-21,1044,01 to 05,875000
31465882,hundred palms residences,yio chu kang road,executive condominium,19,hougang west,hougang,jul-17,1055,06 to 10,884300
70451159,signature at yishun,yishun street 51,executive condominium,27,lower seletar,yishun,jun-17,1098,11 to 15,842800
22701881,the quayside,robertson quay,apartment,9,robertson quay,singapore river,feb-18,1572,01 to 05,2180000
60963010,the luxurie,compassvale road,condominium,19,sengkang town centre,sengkang,feb-17,1109,01 to 05,985000
43020704,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,aug-19,614,01 to 05,823000
86059344,natura@hillview,hillview terrace,apartment,23,guilin,bukit batok,oct-18,527,06 to 10,700000
73342855,ballota park condominium,mariam way,condominium,17,flora drive,pasir ris,may-21,1313,01 to 05,1080000
67717938,the panorama,ang mo kio avenue 2,condominium,20,kebun bahru,ang mo kio,aug-18,431,01 to 05,700000
38168549,whistler grand,west coast vale,apartment,5,west coast,clementi,apr-19,990,16 to 20,1341360
10837388,d'nest,pasir ris grove,condominium,18,pasir ris central,pasir ris,may-17,1130,01 to 05,1100000
88253112,riverfront residences,hougang avenue 7,apartment,0,kangkar,hougang,jul-18,463,06 to 10,637000
30545605,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,-1,06 to 10,1307323
41315934,mi casa,choa chu kang avenue 3,condominium,23,choa chu kang central,choa chu kang,feb-20,1259,11 to 15,1150000
