transaction_id,url,name,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,eco_category,price
13685562,https://condo-sg.com/the-tapestry-9447,the tapestry,condominium,18,tampines west,tampines,apr-18,700,01 to 05,A,931500
53321107,https://condo-sg.com/the-interlace-4916,the interlace,condominium,4,depot road,bukit merah,jun-17,1044,11 to 15,A,1200000
10676043,https://condo-sg.com/d'leedon-5888,d'leedon,condominium,10,farrer court,bukit timah,aug-21,635,11 to 15,A,1100000
88341877,https://condo-sg.com/mulberry-tree-4753,mulberry tree,apartment,11,moulmein,novena,may-18,667,01 to 05,A,1100000
69569828,https://condo-sg.com/ue-square-3203,ue square,apartment,9,robertson quay,singapore river,apr-18,1206,01 to 05,A,1950000
69722581,https://condo-sg.com/the-tapestry-1402,the tapestry,condominium,18,tampines west,tampines,dec-18,689,01 to 05,A,921600
56268985,https://condo-sg.com/provence-residence-9005,provence residence,executive condominium,27,sembawang east,sembawang,may-21,926,01 to 05,A,1013000
54978889,https://condo-sg.com/twin-vew-1928,twin vew,apartment,5,west coast,clementi,may-18,904,26 to 30,A,1368000
11944148,https://condo-sg.com/onan-suites-8786,onan suites,apartment,15,geylang east,geylang,jan-21,1938,01 to 05,A,1900000
43632992,https://condo-sg.com/the-lakefront-residences-1152,the lakefront residences,condominium,22,taman jurong,jurong west,jun-17,1216,11 to 15,A,1450000
36175043,https://condo-sg.com/normanton-park-8889,normanton park,apartment,5,kent ridge,queenstown,jul-21,915,16 to 20,A,1605000
45528058,https://condo-sg.com/piermont-grand-2839,piermont grand,executive condominium,19,punggol town centre,punggol,oct-20,1507,06 to 10,A,1641870
59631833,https://condo-sg.com/regent-residences-5435,regent residences,apartment,12,bendemeer,kallang,jan-18,409,16 to 20,A,670000
27456487,https://condo-sg.com/sky-vue-6747,sky vue,condominium,20,bishan east,bishan,aug-21,678,11 to 15,A,1150000
41555664,https://condo-sg.com/riverfront-residences-7156,riverfront residences,apartment,19,kangkar,hougang,jul-18,614,16 to 20,A,852000
63370865,https://condo-sg.com/commonwealth-towers-4827,commonwealth towers,condominium,3,margaret drive,queenstown,may-19,689,21 to 25,A,1300000
20527775,https://condo-sg.com/jadescape-5029,jadescape,condominium,20,upper thomson,bishan,sep-18,646,06 to 10,A,1075000
18444981,https://condo-sg.com/northwave-2352,northwave,executive condominium,25,woodlands east,woodlands,apr-18,1001,01 to 05,A,810000
81216199,https://condo-sg.com/the-poiz-residences-6114,the poiz residences,apartment,13,potong pasir,toa payoh,mar-17,538,06 to 10,A,792000
96989108,https://condo-sg.com/botannia-6854,botannia,condominium,5,west coast,clementi,dec-20,1604,01 to 05,A,2080000
53189411,https://condo-sg.com/jadescape-4464,jadescape,condominium,20,upper thomson,bishan,apr-20,1055,16 to 20,A,1811000
63798288,https://condo-sg.com/the-florida-1991,the florida,executive condominium,19,kangkar,hougang,jan-19,1991,16 to 20,A,1360000
91805468,https://condo-sg.com/park-place-residences-at-plq-9778,park place residences at plq,apartment,14,geylang east,geylang,apr-21,646,06 to 10,A,1200000
89236248,https://condo-sg.com/the-trilinq-2568,the trilinq,condominium,5,faber,clementi,oct-17,538,16 to 20,A,858000
88652433,https://condo-sg.com/the-sunny-spring-8758,the sunny spring,apartment,14,aljunied,geylang,jun-17,1109,01 to 05,A,1070000
85430383,https://condo-sg.com/park-colonial-6599,park colonial,condominium,13,woodleigh,toa payoh,aug-18,463,06 to 10,A,845000
40577112,https://condo-sg.com/the-laurels-9670,the laurels,condominium,9,cairnhill,newton,oct-17,883,16 to 20,A,2350000
48202806,https://condo-sg.com/parc-esta-1883,parc esta,apartment,14,geylang east,geylang,jul-19,1033,06 to 10,A,1711000
84766153,https://condo-sg.com/treasure-at-tampines-1556,treasure at tampines,condominium,18,tampines east,tampines,aug-20,1012,06 to 10,A,1372000
39606130,https://condo-sg.com/avenue-south-residence-3440,avenue south residence,apartment,3,kampong tiong bahru,bukit merah,may-21,1109,46 to 50,A,2409000
26370930,https://condo-sg.com/alex-residences-5582,alex residences,apartment,3,redhill,bukit merah,sep-17,1044,36 to 40,A,2080000
63857114,https://condo-sg.com/cradels-6145,cradels,apartment,12,balestier,novena,dec-20,441,06 to 10,A,645000
43090171,https://condo-sg.com/jui-residences-8161,jui residences,apartment,12,bendemeer,kallang,may-20,657,11 to 15,A,1281280
39157353,https://condo-sg.com/the-m-4352,the m,apartment,7,bugis,downtown core,feb-20,614,06 to 10,A,1448900
41183208,https://condo-sg.com/j-gateway-3843,j gateway,condominium,22,jurong gateway,jurong east,oct-17,969,01 to 05,A,1380000
11850499,https://condo-sg.com/pullman-residences-newton-3495,pullman residences newton,apartment,11,moulmein,novena,apr-21,463,06 to 10,A,1328000
15972565,https://condo-sg.com/dairy-farm-residences-1248,dairy farm residences,apartment,23,dairy farm,bukit panjang,nov-19,1335,06 to 10,A,2005000
73831440,https://condo-sg.com/eight-courtyards-6301,eight courtyards,condominium,27,yishun west,yishun,feb-18,872,01 to 05,A,730000
15831928,https://condo-sg.com/coco-palms-5174,coco palms,condominium,18,pasir ris central,pasir ris,jul-18,1152,06 to 10,A,1350000
49345827,https://condo-sg.com/modena-3105,modena,condominium,18,simei,tampines,dec-20,1464,06 to 10,A,1368000
75521621,https://condo-sg.com/penrose-7992,penrose,apartment,14,aljunied,geylang,mar-21,969,11 to 15,A,1649000
64843412,https://condo-sg.com/the-berth-by-the-cove-8181,the berth by the cove,condominium,4,sentosa,southern islands,feb-17,1658,01 to 05,A,2072500
26034904,https://condo-sg.com/riverfront-residences-1154,riverfront residences,apartment,19,kangkar,hougang,jul-18,603,06 to 10,A,787000
35197046,https://condo-sg.com/opal-suites-5210,opal suites,apartment,12,bendemeer,kallang,sep-21,355,01 to 05,A,550000
45414051,https://condo-sg.com/the-oceanfront-@-sentosa-cove-3476,the oceanfront @ sentosa cove,condominium,4,sentosa,southern islands,jun-17,1894,06 to 10,A,2460000
73285355,https://condo-sg.com/the-atelier-3639,the atelier,apartment,9,moulmein,novena,mar-21,883,16 to 20,A,2683000
93995839,https://condo-sg.com/riverfront-residences-7238,riverfront residences,apartment,19,kangkar,hougang,jul-20,1109,01 to 05,A,1410000
82133578,https://condo-sg.com/marina-bay-residences-8910,marina bay residences,condominium,1,central subzone,downtown core,mar-21,1055,41 to 45,A,2650000
87353347,https://condo-sg.com/amber-park-2724,amber park,condominium,15,marine parade,marine parade,aug-21,947,11 to 15,A,2243700
97901681,https://condo-sg.com/hillbrooks-1637,hillbrooks,condominium,23,hillview,bukit batok,mar-17,1076,06 to 10,A,975000
89175817,https://condo-sg.com/the-dew-8121,the dew,executive condominium,23,bukit batok central,bukit batok,aug-21,1206,11 to 15,A,1042000
86236407,https://condo-sg.com/clavon-7353,clavon,apartment,5,clementi woods,clementi,dec-20,527,26 to 30,A,925000
36655309,https://condo-sg.com/villa-marina-6581,villa marina,condominium,15,frankel,bedok,jan-19,1249,01 to 05,A,1288000
90580390,https://condo-sg.com/the-trilinq-6472,the trilinq,condominium,5,faber,clementi,jul-17,538,16 to 20,A,820000
80193442,https://condo-sg.com/meadows-@-peirce-5701,meadows @ peirce,condominium,26,tagore,ang mo kio,oct-17,1851,01 to 05,A,2070000
76804755,https://condo-sg.com/the-tapestry-1240,the tapestry,condominium,18,tampines west,tampines,mar-18,603,11 to 15,A,876800
81229876,https://condo-sg.com/east-elegance-6319,east elegance,apartment,15,geylang east,geylang,jun-21,441,01 to 05,A,605000
42535914,https://condo-sg.com/parc-esta-2610,parc esta,apartment,14,geylang east,geylang,sep-19,635,16 to 20,A,1126000
87795100,https://condo-sg.com/cairnhill-residences-1659,cairnhill residences,apartment,9,cairnhill,newton,jun-21,904,01 to 05,A,2000000
48791818,https://condo-sg.com/grandeur-8-6655,grandeur 8,condominium,20,ang mo kio town centre,ang mo kio,mar-20,1324,06 to 10,A,1399468
79142335,https://condo-sg.com/pebble-bay-9545,pebble bay,condominium,15,tanjong rhu,kallang,jun-18,2336,01 to 05,A,3500000
97408733,https://condo-sg.com/clavon-2875,clavon,apartment,5,clementi woods,clementi,dec-20,764,11 to 15,A,1268000
58575512,https://condo-sg.com/double-bay-residences-1080,double bay residences,condominium,18,simei,tampines,jan-21,936,11 to 15,A,1000000
48904023,https://condo-sg.com/bullion-park-3240,bullion park,condominium,26,tagore,ang mo kio,feb-21,1259,06 to 10,A,1520000
38383945,https://condo-sg.com/coco-palms-2561,coco palms,condominium,18,pasir ris central,pasir ris,nov-21,915,01 to 05,A,1185000
37344862,https://condo-sg.com/twin-vew-6640,twin vew,apartment,5,west coast,clementi,may-18,743,06 to 10,A,991000
35974968,https://condo-sg.com/hillview-regency-2942,hillview regency,condominium,23,guilin,bukit batok,may-17,1130,16 to 20,A,906000
77126081,https://condo-sg.com/bellewoods-4473,bellewoods,executive condominium,25,woodlands south,woodlands,may-17,1442,11 to 15,A,985880
82702306,https://condo-sg.com/the-beverly-3573,the beverly,apartment,21,anak bukit,bukit timah,nov-17,1862,01 to 05,A,2278888
31339651,https://condo-sg.com/hillview-residence-3646,hillview residence,condominium,23,hillview,bukit batok,aug-21,1249,06 to 10,A,1520000
53672076,https://condo-sg.com/juniper-hill-4223,juniper hill,apartment,10,nassim,tanglin,may-19,581,06 to 10,A,1658000
66157648,https://condo-sg.com/the-wisteria-3117,the wisteria,apartment,27,yishun south,yishun,mar-21,441,01 to 05,A,601800
77468017,https://condo-sg.com/wembly-residences-3133,wembly residences,apartment,19,kovan,hougang,jan-21,1798,01 to 05,A,1960000
54033397,https://condo-sg.com/sunshine-mansions-6767,sunshine mansions,apartment,15,frankel,bedok,oct-21,818,01 to 05,A,1080000
66731568,https://condo-sg.com/tree-house-3313,tree house,condominium,23,dairy farm,bukit panjang,oct-21,1152,06 to 10,A,1428000
34884803,https://condo-sg.com/the-calrose-1486,the calrose,condominium,26,yio chu kang west,ang mo kio,jan-18,1442,01 to 05,A,1950000
10336072,https://condo-sg.com/whistler-grand-4328,whistler grand,apartment,5,west coast,clementi,nov-18,441,06 to 10,A,631200
60911661,https://condo-sg.com/artra-5104,artra,apartment,3,redhill,bukit merah,jan-18,1227,06 to 10,A,1814999
25507388,https://condo-sg.com/riverfront-residences-9879,riverfront residences,apartment,19,kangkar,hougang,nov-19,1066,01 to 05,A,1344000
45238939,https://condo-sg.com/blue-horizon-8236,blue horizon,condominium,5,clementi west,clementi,may-17,1163,16 to 20,A,1190000
77033127,https://condo-sg.com/the-clement-canopy-4451,the clement canopy,apartment,5,clementi woods,clementi,mar-17,1346,36 to 40,A,1781000
85648455,https://condo-sg.com/botannia-3570,botannia,condominium,5,west coast,clementi,mar-17,1561,06 to 10,A,1950000
33288127,https://condo-sg.com/haig-eleven-4381,haig eleven,apartment,15,katong,marine parade,jan-21,1561,01 to 05,A,1800000
96391177,https://condo-sg.com/lakeside-apartments-1565,lakeside apartments,apartment,22,lakeside (leisure),jurong east,mar-21,1518,01 to 05,A,1165000
50115289,https://condo-sg.com/regent-park-3480,regent park,condominium,5,faber,clementi,may-18,1227,01 to 05,A,1220000
65205573,https://condo-sg.com/piermont-grand-6976,piermont grand,executive condominium,19,punggol town centre,punggol,sep-20,990,01 to 05,A,1073000
23964753,https://condo-sg.com/siglap-v-4488,siglap v,apartment,15,frankel,bedok,dec-20,495,01 to 05,A,630000
53821600,https://condo-sg.com/tre-residences-3083,tre residences,condominium,14,aljunied,geylang,oct-21,947,06 to 10,A,1450000
46275622,https://condo-sg.com/melville-park-1980,melville park,condominium,18,simei,tampines,dec-21,1044,06 to 10,A,810000
67373858,https://condo-sg.com/the-tre-ver-5547,the tre ver,condominium,13,potong pasir,toa payoh,sep-20,495,16 to 20,A,873000
93131948,https://condo-sg.com/eco-sanctuary-3680,eco sanctuary,condominium,23,bangkit,bukit panjang,apr-20,753,06 to 10,A,950000
13460684,https://condo-sg.com/hundred-trees-3949,hundred trees,condominium,5,west coast,clementi,may-18,915,01 to 05,A,1200000
28201548,https://condo-sg.com/rafflesia-condominium-6034,rafflesia condominium,condominium,20,marymount,bishan,jan-20,1302,06 to 10,A,1495000
91893035,https://condo-sg.com/the-criterion-1843,the criterion,executive condominium,27,lower seletar,yishun,sep-17,1173,01 to 05,A,862400
89711796,https://condo-sg.com/provence-residence-3588,provence residence,executive condominium,27,sembawang east,sembawang,may-21,883,11 to 15,A,1059000
66370929,https://condo-sg.com/piermont-grand-2518,piermont grand,executive condominium,19,punggol town centre,punggol,jul-19,840,11 to 15,A,958400
22269177,https://condo-sg.com/irwell-hill-residences-5801,irwell hill residences,apartment,9,leonie hill,river valley,apr-21,398,06 to 10,A,1028000
74721461,https://condo-sg.com/bijou-6119,bijou,apartment,5,pasir panjang 2,queenstown,jan-17,753,01 to 05,A,1445760
83898032,https://condo-sg.com/austville-residences-8400,austville residences,executive condominium,19,rivervale,sengkang,jul-21,1033,11 to 15,A,957000
95529566,https://condo-sg.com/parc-clematis-4757,parc clematis,apartment,5,faber,clementi,aug-19,904,11 to 15,A,1453000
76921111,https://condo-sg.com/murano-5550,murano,apartment,5,pasir panjang 1,queenstown,jan-19,1550,01 to 05,A,1500000
97557272,https://condo-sg.com/piermont-grand-9228,piermont grand,executive condominium,19,punggol town centre,punggol,oct-20,1367,06 to 10,A,1555200
68115770,https://condo-sg.com/queens-peak-1544,queens peak,condominium,3,margaret drive,queenstown,jul-17,495,26 to 30,A,914640
81086500,https://condo-sg.com/avenue-south-residence-8052,avenue south residence,apartment,3,kampong tiong bahru,bukit merah,jun-20,732,31 to 35,A,1537000
60506430,https://condo-sg.com/amaryllis-ville-1457,amaryllis ville,condominium,11,moulmein,novena,feb-18,2594,26 to 30,A,3100000
10999554,https://condo-sg.com/high-park-residences-3026,high park residences,apartment,28,fernvale,sengkang,jan-17,980,06 to 10,A,947112
63210476,https://condo-sg.com/mi-casa-4240,mi casa,condominium,23,choa chu kang central,choa chu kang,jul-21,1367,11 to 15,A,1360000
66268512,https://condo-sg.com/hundred-palms-residences-1311,hundred palms residences,executive condominium,19,hougang west,hougang,jul-17,958,06 to 10,A,786800
79510361,https://condo-sg.com/sky-habitat-5041,sky habitat,condominium,20,bishan east,bishan,nov-17,1518,11 to 15,A,2177800
45240915,https://condo-sg.com/botanique-at-bartley-5703,botanique at bartley,condominium,19,upper paya lebar,serangoon,jul-21,721,11 to 15,A,1145000
46822278,https://condo-sg.com/sims-urban-oasis-3361,sims urban oasis,condominium,14,aljunied,geylang,mar-17,990,01 to 05,A,1365000
22536235,https://condo-sg.com/alessandrea-2747,alessandrea,apartment,3,henderson hill,bukit merah,may-18,1098,16 to 20,A,1500000
25589631,https://condo-sg.com/parc-riviera-9133,parc riviera,condominium,5,west coast,clementi,may-17,904,26 to 30,A,1160000
67169740,https://condo-sg.com/modena-7948,modena,condominium,18,simei,tampines,aug-20,958,01 to 05,A,920000
58788053,https://condo-sg.com/eco-sanctuary-2574,eco sanctuary,condominium,23,bangkit,bukit panjang,aug-20,667,11 to 15,A,875000
92729550,https://condo-sg.com/soleil-@-sinaran-5937,soleil @ sinaran,condominium,11,moulmein,novena,may-21,1464,31 to 35,A,2800000
48830607,https://condo-sg.com/provence-residence-7638,provence residence,executive condominium,27,sembawang east,sembawang,may-21,1399,06 to 10,A,1714000
94729360,https://condo-sg.com/the-scala-6284,the scala,apartment,19,serangoon central,serangoon,jul-18,1044,06 to 10,A,1510000
61690668,https://condo-sg.com/the-bayshore-1182,the bayshore,condominium,16,bayshore,bedok,feb-17,947,21 to 25,A,868000
26767013,https://condo-sg.com/jadescape-9489,jadescape,condominium,20,upper thomson,bishan,sep-18,764,01 to 05,A,1257000
57242942,https://condo-sg.com/rich-mansions-2898,rich mansions,condominium,10,nassim,tanglin,aug-17,1765,01 to 05,A,2350000
91673270,https://condo-sg.com/lincoln-suites-2859,lincoln suites,condominium,11,moulmein,novena,mar-18,527,11 to 15,A,1230000
41373333,https://condo-sg.com/parc-esta-7049,parc esta,apartment,14,geylang east,geylang,nov-18,452,01 to 05,A,798000
73499503,https://condo-sg.com/parc-esta-9869,parc esta,apartment,14,geylang east,geylang,nov-19,1119,16 to 20,A,1880000
65518430,https://condo-sg.com/watertown-5036,watertown,apartment,19,punggol town centre,punggol,feb-19,1109,11 to 15,A,1600000
23711611,https://condo-sg.com/sky-vue-8478,sky vue,condominium,20,bishan east,bishan,apr-21,678,11 to 15,A,1150000
95649252,https://condo-sg.com/tre-residences-3943,tre residences,condominium,14,aljunied,geylang,oct-21,947,06 to 10,A,1500000
71387013,https://condo-sg.com/the-vines-5284,the vines,apartment,14,kembangan,bedok,apr-17,1066,01 to 05,A,1060000
59626605,https://condo-sg.com/ripple-bay-2857,ripple bay,condominium,18,pasir ris park,pasir ris,feb-21,1087,06 to 10,A,1168000
41946455,https://condo-sg.com/pasir-ris-8-7147,pasir ris 8,apartment,18,pasir ris central,pasir ris,jul-21,1023,06 to 10,A,1518000
96555527,https://condo-sg.com/hundred-trees-8304,hundred trees,condominium,5,west coast,clementi,may-19,1615,01 to 05,A,1950000
78040038,https://condo-sg.com/treasure-at-tampines-9298,treasure at tampines,condominium,18,tampines east,tampines,jun-19,484,06 to 10,A,649000
46183785,https://condo-sg.com/parc-botannia-8552,parc botannia,condominium,28,fernvale,sengkang,nov-17,775,01 to 05,A,945000
69567359,https://condo-sg.com/dukes-residence-5313,dukes residence,apartment,10,coronation road,bukit timah,dec-17,1076,01 to 05,A,2000000
58042758,https://condo-sg.com/the-meyerise-2087,the meyerise,condominium,15,mountbatten,marine parade,aug-21,1302,06 to 10,A,2648000
44092364,https://condo-sg.com/the-alps-residences-3075,the alps residences,condominium,18,tampines west,tampines,dec-17,1066,06 to 10,A,1104000
39182812,https://condo-sg.com/parc-canberra-3003,parc canberra,executive condominium,27,sembawang east,sembawang,feb-20,926,06 to 10,A,1057000
36779274,https://condo-sg.com/the-florence-residences-9447,the florence residences,apartment,19,kovan,hougang,mar-20,635,01 to 05,A,940000
58647439,https://condo-sg.com/thomson-view-condominium-8186,thomson view condominium,condominium,20,upper thomson,bishan,may-17,2024,06 to 10,A,1670000
66105087,https://condo-sg.com/parc-centennial-9133,parc centennial,apartment,9,moulmein,novena,nov-19,1550,06 to 10,A,2200000
82637396,https://condo-sg.com/emerald-garden-1988,emerald garden,condominium,1,chinatown,outram,jan-19,1238,01 to 05,A,2600000
59009615,https://condo-sg.com/breeze-by-the-east-4173,breeze by the east,condominium,16,bayshore,bedok,jun-17,1507,01 to 05,A,1590000
20709086,https://condo-sg.com/spottiswoode-suites-4185,spottiswoode suites,apartment,2,everton park,bukit merah,aug-18,667,06 to 10,A,1400000
46103573,https://condo-sg.com/costa-rhu-5339,costa rhu,condominium,15,tanjong rhu,kallang,may-21,1335,06 to 10,A,1720000
17858615,https://condo-sg.com/the-nautical-3145,the nautical,condominium,27,sembawang springs,sembawang,mar-21,1302,01 to 05,A,1138000
58403455,https://condo-sg.com/signature-at-yishun-2749,signature at yishun,executive condominium,27,lower seletar,yishun,nov-17,1184,06 to 10,A,961500
23228546,https://condo-sg.com/the-glades-5857,the glades,condominium,16,bedok south,bedok,aug-18,700,01 to 05,A,935000
66935392,https://condo-sg.com/principal-garden-8173,principal garden,condominium,3,alexandra north,bukit merah,aug-17,786,16 to 20,A,1387000
48097058,https://condo-sg.com/oue-twin-peaks-4948,oue twin peaks,condominium,9,leonie hill,river valley,jan-17,549,16 to 20,A,1443800
25715553,https://condo-sg.com/sunshine-plaza-7800,sunshine plaza,apartment,7,bencoolen,rochor,aug-18,570,06 to 10,A,861000
32214416,https://condo-sg.com/boulevard-88-4913,boulevard 88,apartment,10,tanglin,orchard,jul-19,1313,26 to 30,A,5013900
91982287,https://condo-sg.com/flame-tree-park-7687,flame tree park,condominium,20,upper thomson,bishan,mar-20,1593,26 to 30,A,2248000
10424717,https://condo-sg.com/reflections-at-keppel-bay-3207,reflections at keppel bay,condominium,4,maritime square,bukit merah,jan-18,1012,16 to 20,A,1930000
27399122,https://condo-sg.com/meadows-@-peirce-3137,meadows @ peirce,condominium,26,tagore,ang mo kio,apr-21,1776,01 to 05,A,2110000
33907848,https://condo-sg.com/lakeholmz-7745,lakeholmz,condominium,22,taman jurong,jurong west,aug-18,1033,06 to 10,A,1030000
93246575,https://condo-sg.com/kingsford-waterbay-8595,kingsford waterbay,apartment,19,kangkar,hougang,may-21,721,06 to 10,A,853000
60513099,https://condo-sg.com/castle-green-8165,castle green,condominium,26,yio chu kang west,ang mo kio,aug-17,1281,01 to 05,A,960000
79656464,https://condo-sg.com/d'leedon-6361,d'leedon,condominium,10,farrer court,bukit timah,oct-18,1981,16 to 20,A,3250000
85171477,https://condo-sg.com/sunrise-gardens-9393,sunrise gardens,condominium,28,yio chu kang east,ang mo kio,jul-17,1281,01 to 05,A,920000
74415271,https://condo-sg.com/parc-botannia-1642,parc botannia,condominium,28,fernvale,sengkang,jan-18,667,06 to 10,A,842000
86830724,https://condo-sg.com/the-clement-canopy-6305,the clement canopy,apartment,5,clementi woods,clementi,feb-17,1346,26 to 30,A,1740000
80471800,https://condo-sg.com/penrose-8330,penrose,apartment,14,aljunied,geylang,sep-20,969,06 to 10,A,1585000
76453364,https://condo-sg.com/ovada-8-5749,ovada 8,apartment,15,geylang east,geylang,may-18,1518,01 to 05,A,1520000
84403699,https://condo-sg.com/park-place-residences-at-plq-7044,park place residences at plq,apartment,14,geylang east,geylang,mar-17,484,06 to 10,A,830999
21459834,https://condo-sg.com/the-trilinq-6415,the trilinq,condominium,5,faber,clementi,sep-21,1055,31 to 35,A,1680000
79869271,https://condo-sg.com/stirling-residences-7717,stirling residences,apartment,3,mei chin,queenstown,jun-20,635,16 to 20,A,1259000
37850502,https://condo-sg.com/pasir-ris-8-1724,pasir ris 8,apartment,18,pasir ris central,pasir ris,jul-21,1302,06 to 10,A,1876000
44061587,https://condo-sg.com/treasure-at-tampines-1455,treasure at tampines,condominium,18,tampines east,tampines,jul-19,818,06 to 10,A,1052000
13063646,https://condo-sg.com/riverfront-residences-9731,riverfront residences,apartment,19,kangkar,hougang,mar-19,732,16 to 20,A,931000
23919319,https://condo-sg.com/seahill-6537,seahill,condominium,5,clementi west,clementi,oct-21,936,06 to 10,A,1390000
50940509,https://condo-sg.com/the-santorini-2067,the santorini,condominium,18,tampines west,tampines,jun-19,463,11 to 15,A,575000
20574229,https://condo-sg.com/northwood-9912,northwood,condominium,27,mandai estate,mandai,nov-17,1991,01 to 05,A,1520000
44755179,https://condo-sg.com/the-esparis-7300,the esparis,executive condominium,18,pasir ris drive,pasir ris,jun-18,1184,06 to 10,A,880000
94839156,https://condo-sg.com/carissa-park-condominium-1169,carissa park condominium,condominium,17,flora drive,pasir ris,sep-17,1647,01 to 05,A,1225000
99369680,https://condo-sg.com/symphony-suites-6668,symphony suites,condominium,27,yishun east,yishun,aug-17,893,11 to 15,A,988000
98604063,https://condo-sg.com/hertford-collection-5408,hertford collection,apartment,8,kampong java,kallang,may-18,1098,01 to 05,A,1480000
38346665,https://condo-sg.com/the-tre-ver-1733,the tre ver,condominium,13,potong pasir,toa payoh,jan-19,484,01 to 05,A,738000
54364459,https://condo-sg.com/the-bayshore-3362,the bayshore,condominium,16,bayshore,bedok,aug-21,1238,11 to 15,A,1258000
34466064,https://condo-sg.com/the-levelz-5773,the levelz,condominium,10,tyersall,tanglin,apr-21,786,11 to 15,A,1290000
78203931,https://condo-sg.com/highline-residences-1434,highline residences,condominium,3,tiong bahru,bukit merah,apr-17,915,21 to 25,A,1653500
81600467,https://condo-sg.com/sengkang-grand-residences-7502,sengkang grand residences,apartment,19,compassvale,sengkang,nov-19,624,11 to 15,A,1183200
69903953,https://condo-sg.com/high-park-residences-5854,high park residences,apartment,28,fernvale,sengkang,jan-21,388,16 to 20,A,548000
90699337,https://condo-sg.com/the-tre-ver-7614,the tre ver,condominium,13,potong pasir,toa payoh,sep-20,1098,06 to 10,A,1734000
44281360,https://condo-sg.com/bijou-2877,bijou,apartment,5,pasir panjang 2,queenstown,aug-19,635,01 to 05,A,1314797
59453513,https://condo-sg.com/one-rosyth-2303,one rosyth,apartment,19,kovan,hougang,jan-18,2024,01 to 05,A,1800000
67892105,https://condo-sg.com/the-bayshore-3053,the bayshore,condominium,16,bayshore,bedok,may-21,926,06 to 10,A,960000
40167492,https://condo-sg.com/ola-4103,ola,executive condominium,19,anchorvale,sengkang,jul-21,926,11 to 15,A,1031000
21535181,https://condo-sg.com/the-hillford-1066,the hillford,apartment,21,anak bukit,bukit timah,feb-20,398,01 to 05,A,475000
90374894,https://condo-sg.com/grande-vista-4391,grande vista,condominium,28,yio chu kang east,ang mo kio,dec-20,1367,01 to 05,A,1420000
26102571,https://condo-sg.com/eden-view-6064,eden view,apartment,19,upper paya lebar,serangoon,may-18,1873,01 to 05,A,1600000
64207816,https://condo-sg.com/lakepoint-condominium-1528,lakepoint condominium,condominium,22,taman jurong,jurong west,apr-17,2217,01 to 05,A,1200000
34857103,https://condo-sg.com/people's-park-complex-2675,people's park complex,apartment,1,people's park,outram,aug-17,409,26 to 30,A,420000
84416601,https://condo-sg.com/highline-residences-1504,highline residences,condominium,3,tiong bahru,bukit merah,aug-20,915,06 to 10,A,1760000
31838137,https://condo-sg.com/onze-@-tanjong-pagar-3503,onze @ tanjong pagar,apartment,2,chinatown,outram,oct-20,570,16 to 20,A,1210000
16804285,https://condo-sg.com/ki-residences-at-brookvale-3598,ki residences at brookvale,condominium,21,sunset way,clementi,jan-21,861,06 to 10,A,1638000
66652749,https://condo-sg.com/new-futura-5043,new futura,condominium,9,leonie hill,river valley,jan-18,2250,31 to 35,A,7576000
61169138,https://condo-sg.com/the-woodleigh-residences-4782,the woodleigh residences,apartment,13,bidadari,toa payoh,may-19,570,01 to 05,A,993000
59051888,https://condo-sg.com/carabelle-9419,carabelle,condominium,5,west coast,clementi,sep-20,1302,06 to 10,A,1855000
24096205,https://condo-sg.com/cavenagh-gardens-2787,cavenagh gardens,apartment,9,monk's hill,newton,aug-20,1550,06 to 10,A,1900000
67210027,https://condo-sg.com/parc-central-residences-5161,parc central residences,executive condominium,18,tampines west,tampines,feb-21,1270,16 to 20,A,1355000
59191440,https://condo-sg.com/treasure-at-tampines-7676,treasure at tampines,condominium,18,tampines east,tampines,may-21,657,01 to 05,A,975000
20288062,https://condo-sg.com/eight-riversuites-8731,eight riversuites,condominium,12,bendemeer,kallang,dec-20,818,11 to 15,A,1005000
92224264,https://condo-sg.com/the-promenade@pelikat-3453,the promenade@pelikat,apartment,19,lorong ah soo,hougang,jun-19,1023,01 to 05,A,980000
72901095,https://condo-sg.com/spring-@-langsat-1318,spring @ langsat,apartment,15,geylang east,geylang,may-21,1808,01 to 05,A,2021000
73970869,https://condo-sg.com/jadescape-4348,jadescape,condominium,20,upper thomson,bishan,sep-18,764,06 to 10,A,1272000
39741841,https://condo-sg.com/celestia-6822,celestia,apartment,15,geylang east,geylang,oct-17,926,01 to 05,A,1050000
58068112,https://condo-sg.com/rivergate-8945,rivergate,apartment,9,robertson quay,singapore river,mar-21,1711,11 to 15,A,3650000
49503222,https://condo-sg.com/whistler-grand-8271,whistler grand,apartment,5,west coast,clementi,nov-18,614,11 to 15,A,833600
75477129,https://condo-sg.com/ki-residences-at-brookvale-3356,ki residences at brookvale,condominium,21,sunset way,clementi,may-21,743,06 to 10,A,1371000
95779704,https://condo-sg.com/inz-residence-8352,inz residence,executive condominium,23,peng siang,choa chu kang,jul-17,1109,11 to 15,A,901000
37136271,https://condo-sg.com/sol-acres-4118,sol acres,executive condominium,23,keat hong,choa chu kang,mar-17,1044,16 to 20,A,865000
38117285,https://condo-sg.com/pasir-ris-8-7587,pasir ris 8,apartment,18,pasir ris central,pasir ris,jul-21,1302,06 to 10,A,1888000
